Date_________JDUT     R.A._(J2000.0)_DEC.            delta      deldot
**********************************************************************
$$SOE
2457880.500000000      83.72632  23.48633 1.58769844242768  -0.1071973
2457881.500000000      84.78190  23.51291 1.58763324744557  -0.1184594
2457882.500000000      85.83777  23.53236 1.58756170655312  -0.1291783
2457883.500000000      86.89384  23.54468 1.58748412058331  -0.1393999
2457884.500000000      87.95000  23.54987 1.58740076207833  -0.1491759
2457885.500000000      89.00614  23.54791 1.58731187231837  -0.1585626
2457886.500000000      90.06216  23.53882 1.58721765921841  -0.1676191
2457887.500000000      91.11796  23.52260 1.58711829599888  -0.1764062
2457888.500000000      92.17342  23.49926 1.58701392037190  -0.1849860
2457889.500000000      93.22846  23.46880 1.58690463381222  -0.1934220
2457890.500000000      94.28297  23.43125 1.58679050037999  -0.2017806
2457891.500000000      95.33684  23.38661 1.58667154459776  -0.2101327
2457892.500000000      96.38998  23.33492 1.58654774811299  -0.2185561
2457893.500000000      97.44230  23.27618 1.58641904536626  -0.2271365
2457894.500000000      98.49368  23.21043 1.58628531930251  -0.2359659
2457895.500000000      99.54404  23.13769 1.58614639930342  -0.2451362
2457896.500000000     100.59328  23.05801 1.58600206473504  -0.2547260
2457897.500000000     101.64129  22.97140 1.58585205807555  -0.2647806
2457898.500000000     102.68798  22.87791 1.58569611034139  -0.2752910
2457899.500000000     103.73324  22.77758 1.58553397759000  -0.2861783
2457900.500000000     104.77697  22.67046 1.58536548155527  -0.2972960
2457901.500000000     105.81906  22.55658 1.58519054335217  -0.3084514
2457902.500000000     106.85942  22.43599 1.58500920038368  -0.3194406
2457903.500000000     107.89793  22.30876 1.58482160319591  -0.3300805
2457904.500000000     108.93450  22.17492 1.58462799671661  -0.3402293
2457905.500000000     109.96906  22.03454 1.58442869433222  -0.3497914
2457906.500000000     111.00150  21.88768 1.58422405249732  -0.3587118
2457907.500000000     112.03177  21.73439 1.58401445023108  -0.3669657
2457908.500000000     113.05977  21.57474 1.58380027456266  -0.3745487
2457909.500000000     114.08546  21.40879 1.58358191099434  -0.3814694
2457910.500000000     115.10876  21.23662 1.58335973734666  -0.3877453
2457911.500000000     116.12962  21.05828 1.58313411943817  -0.3934003
2457912.500000000     117.14800  20.87385 1.58290540747817  -0.3984646
2457913.500000000     118.16384  20.68340 1.58267393253262  -0.4029743
2457914.500000000     119.17711  20.48701 1.58244000282770  -0.4069724
2457915.500000000     120.18778  20.28475 1.58220389992054  -0.4105082
2457916.500000000     121.19580  20.07669 1.58196587487249  -0.4136380
2457917.500000000     122.20115  19.86291 1.58172614451960  -0.4164241
2457918.500000000     123.20382  19.64350 1.58148488779619  -0.4189354
2457919.500000000     124.20377  19.41854 1.58124224190890  -0.4212476
2457920.500000000     125.20101  19.18810 1.58099829808348  -0.4234444
2457921.500000000     126.19552  18.95226 1.58075309672800  -0.4256182
2457922.500000000     127.18728  18.71112 1.58050662228497  -0.4278702
2457923.500000000     128.17630  18.46475 1.58025879886389  -0.4303073
2457924.500000000     129.16257  18.21324 1.58000948891026  -0.4330342
2457925.500000000     130.14609  17.95667 1.57975849833284  -0.4361391
2457926.500000000     131.12686  17.69514 1.57950559184381  -0.4396727
2457927.500000000     132.10488  17.42874 1.57925052059626  -0.4436281
2457928.500000000     133.08014  17.15755 1.57899305993147  -0.4479277
2457929.500000000     134.05264  16.88167 1.57873304955756  -0.4524287
2457930.500000000     135.02238  16.60119 1.57847042530669  -0.4569462
2457931.500000000     135.98935  16.31621 1.57820523383100  -0.4612870
2457932.500000000     136.95357  16.02682 1.57793762838377  -0.4652793
2457933.500000000     137.91503  15.73311 1.57766785072487  -0.4687901
2457934.500000000     138.87376  15.43519 1.57739620723131  -0.4717283
2457935.500000000     139.82976  15.13314 1.57712304610536  -0.4740385
2457936.500000000     140.78307  14.82707 1.57684873939321  -0.4756919
2457937.500000000     141.73371  14.51706 1.57657367059723  -0.4766764
2457938.500000000     142.68170  14.20323 1.57629822693023  -0.4769903
2457939.500000000     143.62710  13.88565 1.57602279462454  -0.4766383
2457940.500000000     144.56993  13.56443 1.57574775573784  -0.4756300
2457941.500000000     145.51025  13.23966 1.57547348521733  -0.4739807
2457942.500000000     146.44810  12.91144 1.57520034738949  -0.4717122
2457943.500000000     147.38353  12.57986 1.57492869144707  -0.4688553
2457944.500000000     148.31660  12.24502 1.57465884586369  -0.4654513
2457945.500000000     149.24736  11.90702 1.57439111194524  -0.4615531
2457946.500000000     150.17588  11.56593 1.57412575688597  -0.4572259
2457947.500000000     151.10221  11.22187 1.57386300671668  -0.4525470
2457948.500000000     152.02644  10.87492 1.57360303944318  -0.4476053
2457949.500000000     152.94861  10.52518 1.57334597856405  -0.4425005
2457950.500000000     153.86882  10.17273 1.57309188717445  -0.4373418
2457951.500000000     154.78711   9.81768 1.57284076315046  -0.4322451
2457952.500000000     155.70358   9.46011 1.57259253654939  -0.4273282
2457953.500000000     156.61829   9.10012 1.57234707125273  -0.4227004
2457954.500000000     157.53130   8.73780 1.57210417360329  -0.4184489
2457955.500000000     158.44270   8.37325 1.57186361057791  -0.4146198
2457956.500000000     159.35254   8.00655 1.57162513808271  -0.4112030
2457957.500000000     160.26089   7.63781 1.57138853622754  -0.4081249
2457958.500000000     161.16781   7.26712 1.57115364447949  -0.4052562
2457959.500000000     162.07337   6.89459 1.57092038809106  -0.4024336
2457960.500000000     162.97761   6.52030 1.57068878979122  -0.3994874
2457961.500000000     163.88062   6.14436 1.57045896615042  -0.3962655
2457962.500000000     164.78244   5.76686 1.57023111297504  -0.3926470
2457963.500000000     165.68315   5.38791 1.57000548607728  -0.3885447
2457964.500000000     166.58281   5.00759 1.56978238278965  -0.3839009
2457965.500000000     167.48150   4.62602 1.56956212723550  -0.3786792
2457966.500000000     168.37929   4.24328 1.56934506014893  -0.3728573
2457967.500000000     169.27626   3.85947 1.56913153262365  -0.3664208
2457968.500000000     170.17248   3.47468 1.56892190253218  -0.3593604
2457969.500000000     171.06803   3.08902 1.56871653221409  -0.3516699
2457970.500000000     171.96300   2.70257 1.56851578613741  -0.3433483
2457971.500000000     172.85747   2.31543 1.56832002746187  -0.3344019
2457972.500000000     173.75151   1.92770 1.56812961274663  -0.3248478
2457973.500000000     174.64523   1.53946 1.56794488445290  -0.3147183
2457974.500000000     175.53871   1.15081 1.56776616137907  -0.3040636
2457975.500000000     176.43204   0.76185 1.56759372765970  -0.2929535
2457976.500000000     177.32530   0.37266 1.56742782133787  -0.2814776
2457977.500000000     178.21860  -0.01666 1.56726862367563  -0.2697425
2457978.500000000     179.11203  -0.40603 1.56711625028144  -0.2578680
2457979.500000000     180.00567  -0.79534 1.56697074492288  -0.2459822
2457980.500000000     180.89963  -1.18452 1.56683207675869  -0.2342142
2457981.500000000     181.79400  -1.57347 1.56670014180808  -0.2226864
2457982.500000000     182.68885  -1.96210 1.56657476973697  -0.2115044
2457983.500000000     183.58429  -2.35032 1.56645573714230  -0.2007444
2457984.500000000     184.48039  -2.73802 1.56634278796736  -0.1904412
2457985.500000000     185.37723  -3.12512 1.56623566012220  -0.1805800
2457986.500000000     186.27489  -3.51153 1.56613411508750  -0.1710947
2457987.500000000     187.17345  -3.89714 1.56603796533590  -0.1618770
2457988.500000000     188.07296  -4.28185 1.56594709418806  -0.1527931
2457989.500000000     188.97351  -4.66557 1.56586146476845  -0.1437037
2457990.500000000     189.87516  -5.04819 1.56578111809706  -0.1344808
2457991.500000000     190.77798  -5.42962 1.56570616327915  -0.1250176
2457992.500000000     191.68204  -5.80975 1.56563676399588  -0.1152319
2457993.500000000     192.58741  -6.18849 1.56557312503103  -0.1050628
2457994.500000000     193.49415  -6.56574 1.56551548118995  -0.0944662
2457995.500000000     194.40234  -6.94139 1.56546408951886  -0.0834084
2457996.500000000     195.31204  -7.31534 1.56541922465543  -0.0718615
2457997.500000000     196.22333  -7.68750 1.56538117649571  -0.0598002
2457998.500000000     197.13629  -8.05777 1.56535024902138  -0.0472010
2457999.500000000     198.05097  -8.42604 1.56532675896147  -0.0340437
2458000.500000000     198.96745  -8.79222 1.56531103290839  -0.0203152
2458001.500000000     199.88580  -9.15621 1.56530340161434  -0.0060154
2458002.500000000     200.80609  -9.51791 1.56530419056880   0.0088363
2458003.500000000     201.72841  -9.87722 1.56531370669314   0.0241942
2458004.500000000     202.65281 -10.23405 1.56533222203682   0.0399828
2458005.500000000     203.57937 -10.58830 1.56535995645076   0.0560974
2458006.500000000     204.50817 -10.93987 1.56539706191192   0.0724089
2458007.500000000     205.43928 -11.28866 1.56544361111906   0.0887736
2458008.500000000     206.37277 -11.63458 1.56549959216461   0.1050443
2458009.500000000     207.30870 -11.97754 1.56556490991201   0.1210819
2458010.500000000     208.24714 -12.31744 1.56563939371226   0.1367655
2458011.500000000     209.18816 -12.65417 1.56572281058505   0.1520015
2458012.500000000     210.13180 -12.98765 1.56581488286361   0.1667298
2458013.500000000     211.07811 -13.31777 1.56591530918796   0.1809288
2458014.500000000     212.02714 -13.64443 1.56602378732457   0.1946171
2458015.500000000     212.97894 -13.96753 1.56614003662889   0.2078501
2458016.500000000     213.93352 -14.28697 1.56626381747086   0.2207127
2458017.500000000     214.89094 -14.60264 1.56639494512373   0.2333080
2458018.500000000     215.85120 -14.91445 1.56653329667138   0.2457449
2458019.500000000     216.81433 -15.22229 1.56667881107520   0.2581273
2458020.500000000     217.78036 -15.52605 1.56683148399324   0.2705468
2458021.500000000     218.74930 -15.82564 1.56699135971776   0.2830800
2458022.500000000     219.72116 -16.12095 1.56715852256875   0.2957893
2458023.500000000     220.69597 -16.41188 1.56733308949670   0.3087259
2458024.500000000     221.67373 -16.69833 1.56751520486109   0.3219343
2458025.500000000     222.65445 -16.98019 1.56770503761793   0.3354559
2458026.500000000     223.63813 -17.25738 1.56790278055338   0.3493320
2458027.500000000     224.62479 -17.52978 1.56810865070815   0.3636052
2458028.500000000     225.61442 -17.79731 1.56832288968636   0.3783175
2458029.500000000     226.60701 -18.05986 1.56854576212607   0.3935056
2458030.500000000     227.60258 -18.31734 1.56877755035169   0.4091924
2458031.500000000     228.60111 -18.56966 1.56901854341030   0.4253763
2458032.500000000     229.60260 -18.81672 1.56926901965682   0.4420203
2458033.500000000     230.60705 -19.05843 1.56952922392263   0.4590447
2458034.500000000     231.61445 -19.29471 1.56979934262870   0.4763277
2458035.500000000     232.62478 -19.52546 1.57007948189479   0.4937154
2458036.500000000     233.63804 -19.75060 1.57036965359982   0.5110387
2458037.500000000     234.65422 -19.97005 1.57066977222303   0.5281325
2458038.500000000     235.67328 -20.18372 1.57097966220159   0.5448523
2458039.500000000     236.69521 -20.39153 1.57129907308549   0.5610846
2458040.500000000     237.71996 -20.59339 1.57162769890903   0.5767509
2458041.500000000     238.74751 -20.78924 1.57196519874608   0.5918084
2458042.500000000     239.77779 -20.97899 1.57231121652900   0.6062470
2458043.500000000     240.81077 -21.16256 1.57266539912051   0.6200863
2458044.500000000     241.84636 -21.33988 1.57302741203686   0.6333704
2458045.500000000     242.88452 -21.51086 1.57339695226172   0.6461630
2458046.500000000     243.92516 -21.67544 1.57377375757834   0.6585408
2458047.500000000     244.96821 -21.83355 1.57415761203864   0.6705861
2458048.500000000     246.01359 -21.98511 1.57454834763462   0.6823816
2458049.500000000     247.06121 -22.13006 1.57494584279869   0.6940050
2458050.500000000     248.11097 -22.26834 1.57535001881654   0.7055266
2458051.500000000     249.16280 -22.39987 1.57576083543638   0.7170094
2458052.500000000     250.21658 -22.52460 1.57617828687585   0.7285102
2458053.500000000     251.27223 -22.64248 1.57660239913555   0.7400828
2458054.500000000     252.32964 -22.75345 1.57703322912008   0.7517810
2458055.500000000     253.38870 -22.85746 1.57747086559370   0.7636616
2458056.500000000     254.44931 -22.95446 1.57791543144569   0.7757860
2458057.500000000     255.51137 -23.04440 1.57836708606424   0.7882188
2458058.500000000     256.57476 -23.12726 1.57882602581975   0.8010221
2458059.500000000     257.63937 -23.20297 1.57929247991552   0.8142452
2458060.500000000     258.70510 -23.27153 1.57976669865948   0.8279091
2458061.500000000     259.77184 -23.33288 1.58024893227417   0.8419899
2458062.500000000     260.83949 -23.38700 1.58073940120373   0.8564074
2458063.500000000     261.90793 -23.43388 1.58123826290633   0.8710249
2458064.500000000     262.97707 -23.47349 1.58174558322732   0.8856656
2458065.500000000     264.04680 -23.50580 1.58226132016223   0.9001377
2458066.500000000     265.11702 -23.53082 1.58278532363999   0.9142628
2458067.500000000     266.18763 -23.54853 1.58331734930950   0.9278954
2458068.500000000     267.25850 -23.55891 1.58385708053468   0.9409311
2458069.500000000     268.32954 -23.56198 1.58440415237694   0.9533063
2458070.500000000     269.40062 -23.55772 1.58495817331059   0.9649914
2458071.500000000     270.47162 -23.54613 1.58551874291802   0.9759840
2458072.500000000     271.54242 -23.52723 1.58608546559290   0.9863023
2458073.500000000     272.61290 -23.50103 1.58665796104046   0.9959804
2458074.500000000     273.68293 -23.46752 1.58723587238098   1.0050646
2458075.500000000     274.75239 -23.42673 1.58781887234824   1.0136108
2458076.500000000     275.82116 -23.37868 1.58840666775747   1.0216806
2458077.500000000     276.88910 -23.32339 1.58899900227335   1.0293395
2458078.500000000     277.95610 -23.26088 1.58959565757388   1.0366533
2458079.500000000     279.02203 -23.19119 1.59019645321266   1.0436870
2458080.500000000     280.08677 -23.11433 1.59080124571947   1.0505038
2458081.500000000     281.15020 -23.03036 1.59140992763963   1.0571653
2458082.500000000     282.21220 -22.93930 1.59202242724131   1.0637339
2458083.500000000     283.27267 -22.84120 1.59263870948744   1.0702749
2458084.500000000     284.33150 -22.73610 1.59325877856197   1.0768591
2458085.500000000     285.38856 -22.62406 1.59388268171911   1.0835649
2458086.500000000     286.44377 -22.50511 1.59451051342622   1.0904771
2458087.500000000     287.49702 -22.37932 1.59514241768040   1.0976808
2458088.500000000     288.54823 -22.24674 1.59577858519538   1.1052500
2458089.500000000     289.59729 -22.10743 1.59641924152264   1.1132279
2458090.500000000     290.64415 -21.96145 1.59706462320589   1.1216059
2458091.500000000     291.68871 -21.80886 1.59771494271793   1.1303076
2458092.500000000     292.73092 -21.64974 1.59837034853581   1.1391896
2458093.500000000     293.77073 -21.48414 1.59903089112666   1.1480608
2458094.500000000     294.80807 -21.31214 1.59969650501367   1.1567168
2458095.500000000     295.84290 -21.13380 1.60036701088091   1.1649726
2458096.500000000     296.87518 -20.94921 1.60104213386874   1.1726846
2458097.500000000     297.90484 -20.75844 1.60172152974811   1.1797562
2458098.500000000     298.93186 -20.56155 1.60240481107190   1.1861328
2458099.500000000     299.95618 -20.35865 1.60309156866275   1.1917920
2458100.500000000     300.97776 -20.14980 1.60378138718682   1.1967334
2458101.500000000     301.99657 -19.93508 1.60447385566910   1.2009715
2458102.500000000     303.01256 -19.71459 1.60516857455718   1.2045308
2458103.500000000     304.02570 -19.48841 1.60586516083553   1.2074438
2458104.500000000     305.03596 -19.25662 1.60656325222206   1.2097497
2458105.500000000     306.04330 -19.01932 1.60726251096235   1.2114942
2458106.500000000     307.04770 -18.77660 1.60796262733706   1.2127285
2458107.500000000     308.04913 -18.52854 1.60866332278614   1.2135092
2458108.500000000     309.04757 -18.27525 1.60936435253647   1.2138966
2458109.500000000     310.04301 -18.01681 1.61006550775652   1.2139547
2458110.500000000     311.03542 -17.75332 1.61076661747104   1.2137506
2458111.500000000     312.02480 -17.48488 1.61146755065652   1.2133558
2458112.500000000     313.01115 -17.21159 1.61216821900632   1.2128470
2458113.500000000     313.99445 -16.93354 1.61286858071867   1.2123088
2458114.500000000     314.97471 -16.65083 1.61356864523083   1.2118342
2458115.500000000     315.95193 -16.36356 1.61426847801687   1.2115236
2458116.500000000     316.92612 -16.07184 1.61496820336864   1.2114788
2458117.500000000     317.89731 -15.77576 1.61566800172233   1.2117895
2458118.500000000     318.86549 -15.47543 1.61636809731088   1.2125138
2458119.500000000     319.83072 -15.17093 1.61706873298892   1.2136546
$$EOE
*******************************************************************************
Column meaning:
 
TIME

  Prior to 1962, times are UT1. Dates thereafter are UTC. Any 'b' symbol in
the 1st-column denotes a B.C. date. First-column blank (" ") denotes an A.D.
date. Calendar dates prior to 1582-Oct-15 are in the Julian calendar system.
Later calendar dates are in the Gregorian system.

  Time tags refer to the same instant throughout the solar system, regardless
of where the observer is located. For example, if an observation from the
surface of another body has an output time-tag of 12:31:00 UTC, an Earth-based
time-scale, it refers to the instant on that body simultaneous to 12:31:00 UTC
on Earth.

  The Barycentric Dynamical Time scale (TDB) is used internally as defined by
the planetary equations of motion. Conversion between TDB and the selected
non-uniform UT output time-scale has not been determined for UTC times after
the next July or January 1st. The last known leap-second is used as a constant
over future intervals.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
 R.A._(J2000.0)_DEC. =
   J2000.0 astrometric right ascension and declination of target center.
Adjusted for light-time. Units: DEGREES
 
 delta  deldot =
   Range ("delta") and range-rate ("delta-dot") of target center with respect
to the observer at the instant light seen by the observer at print-time would
have left the target center (print-time minus down-leg light-time); the
distance traveled by a light ray emanating from the center of the target and
recorded by the observer at print-time. "deldot" is a projection of the
velocity vector along this ray, the light-time-corrected line-of-sight from the
coordinate center, and indicates relative motion. A positive "deldot" means the
target center is moving away from the observer (coordinate center). A negative
"deldot" means the target center is moving toward the observer.
Units: AU and KM/S


 Computations by ...
     Solar System Dynamics Group, Horizons On-Line Ephemeris System
     4800 Oak Grove Drive, Jet Propulsion Laboratory
     Pasadena, CA  91109   USA
     Information: http://ssd.jpl.nasa.gov/
     Connect    : telnet://ssd.jpl.nasa.gov:6775  (via browser)
                  telnet ssd.jpl.nasa.gov 6775    (via command-line)
     Author     : Jon.Giorgini@jpl.nasa.gov

*******************************************************************************
